team,datetime,competition,ranking,possession,total_shots,shots_on_target,big_chances,accurate_passes,accurate_passes_pc,fouls_committed,corners,blocked_shots,shots_inside_box,shots_outside_box,passes,passes_own_half,passes_opp_half,accurate_long_balls,accurate_long_balls_pc,accurate_crosses,accurate_crosses_pc,throws,offsides,yellow_cards,red_cards,tackles_won,tackles_won_pc,interceptions,blocks,clearances,keeper_saves,duels_won,ground_duels_won,ground_duels_won_pc,aerial_duels_won,aerial_duels_won_pc,successful_dribbles,successful_dribbles_pc,game_id,touches_in_opposition_box,opp,tournament
Serbia,2020-10-08 18:45:00+00:00,Nations League,47,50.0,9.0,3.0,0.0,440.0,79.0,12.0,10.0,3.0,3.0,6.0,554.0,228.0,212.0,36.0,44.0,3.0,9.0,23.0,2.0,0.0,0.0,13.0,76.0,22.0,0.0,20.0,7.0,53.0,31.0,49.0,22.0,38.0,2.0,20.0,1740,,Norway,0
Norway,2020-10-08 18:45:00+00:00,Nations League,33,50.0,18.0,9.0,5.0,434.0,79.0,12.0,4.0,1.0,15.0,3.0,548.0,218.0,216.0,40.0,55.0,6.0,21.0,25.0,0.0,0.0,0.0,9.0,45.0,12.0,0.0,32.0,2.0,68.0,32.0,51.0,36.0,62.0,4.0,27.0,1740,,Serbia,0
Israel,2020-10-08 18:45:00+00:00,Nations League,39,42.0,17.0,0.0,1.0,394.0,77.0,16.0,3.0,7.0,7.0,10.0,514.0,203.0,191.0,42.0,48.0,11.0,37.0,26.0,1.0,0.0,0.0,9.0,69.0,14.0,0.0,21.0,1.0,58.0,33.0,46.0,25.0,60.0,5.0,71.0,1741,,Scotland,0
Scotland,2020-10-08 18:45:00+00:00,Nations League,78,58.0,12.0,1.0,0.0,622.0,84.0,15.0,4.0,3.0,7.0,5.0,738.0,299.0,323.0,41.0,51.0,2.0,9.0,18.0,1.0,0.0,0.0,8.0,62.0,12.0,0.0,29.0,0.0,55.0,38.0,54.0,17.0,40.0,11.0,73.0,1741,,Israel,0
Ireland,2020-10-08 18:45:00+00:00,Nations League,48,54.0,12.0,3.0,1.0,610.0,83.0,13.0,5.0,3.0,6.0,6.0,732.0,301.0,309.0,46.0,49.0,3.0,20.0,25.0,1.0,0.0,0.0,7.0,47.0,18.0,0.0,21.0,2.0,66.0,42.0,53.0,24.0,55.0,9.0,69.0,1742,,Slovakia,0
Slovakia,2020-10-08 18:45:00+00:00,Nations League,60,46.0,13.0,3.0,4.0,489.0,80.0,22.0,6.0,5.0,8.0,5.0,612.0,257.0,232.0,37.0,45.0,4.0,17.0,26.0,2.0,0.0,0.0,7.0,64.0,14.0,0.0,19.0,2.0,57.0,37.0,47.0,20.0,45.0,13.0,65.0,1742,,Ireland,0
North Macedonia,2020-11-12 17:00:00+00:00,Nations League,75,56.0,11.0,2.0,0.0,322.0,75.0,15.0,3.0,4.0,3.0,8.0,427.0,188.0,134.0,41.0,49.0,3.0,18.0,37.0,0.0,2.0,0.0,7.0,70.0,15.0,0.0,14.0,1.0,56.0,36.0,44.0,20.0,54.0,14.0,58.0,1743,,Georgia,0
Georgia,2020-11-12 17:00:00+00:00,Nations League,69,44.0,7.0,2.0,1.0,230.0,68.0,14.0,5.0,0.0,5.0,2.0,338.0,107.0,123.0,30.0,42.0,2.0,18.0,18.0,1.0,3.0,0.0,16.0,67.0,8.0,4.0,14.0,3.0,62.0,45.0,56.0,17.0,46.0,8.0,57.0,1743,,North Macedonia,0
Iceland,2020-11-12 19:45:00+00:00,Nations League,26,73.0,16.0,7.0,1.0,564.0,84.0,15.0,9.0,7.0,8.0,8.0,670.0,268.0,296.0,31.0,51.0,6.0,19.0,20.0,0.0,1.0,0.0,4.0,40.0,11.0,6.0,17.0,5.0,47.0,28.0,44.0,19.0,45.0,5.0,28.0,1744,,Hungary,0
Hungary,2020-11-12 19:45:00+00:00,Nations League,72,27.0,15.0,6.0,1.0,152.0,63.0,16.0,3.0,6.0,9.0,6.0,242.0,73.0,79.0,24.0,38.0,5.0,36.0,17.0,4.0,2.0,0.0,9.0,56.0,23.0,7.0,29.0,5.0,58.0,35.0,56.0,23.0,55.0,7.0,54.0,1744,,Iceland,0
Slovakia,2020-11-12 19:45:00+00:00,Nations League,73,46.0,16.0,3.0,2.0,430.0,77.0,13.0,6.0,4.0,9.0,7.0,558.0,214.0,216.0,32.0,40.0,5.0,14.0,40.0,2.0,1.0,0.0,5.0,50.0,13.0,3.0,5.0,1.0,67.0,33.0,53.0,34.0,48.0,12.0,75.0,1745,,Northern Ireland,0
Northern Ireland,2020-11-12 19:45:00+00:00,Nations League,48,54.0,9.0,3.0,1.0,560.0,82.0,11.0,1.0,3.0,7.0,2.0,684.0,339.0,221.0,55.0,46.0,1.0,20.0,18.0,1.0,2.0,0.0,7.0,64.0,11.0,4.0,53.0,3.0,66.0,29.0,47.0,37.0,52.0,6.0,60.0,1745,,Slovakia,0
Scotland,2020-11-12 19:45:00+00:00,Nations League,33,58.0,15.0,4.0,1.0,519.0,79.0,10.0,9.0,2.0,8.0,7.0,659.0,297.0,222.0,48.0,58.0,7.0,18.0,27.0,0.0,0.0,0.0,10.0,56.0,10.0,0.0,14.0,3.0,79.0,39.0,61.0,40.0,57.0,8.0,73.0,1746,,Serbia,0
Serbia,2020-11-12 19:45:00+00:00,Nations League,39,42.0,10.0,4.0,0.0,356.0,73.0,15.0,4.0,0.0,4.0,6.0,491.0,168.0,188.0,51.0,45.0,1.0,4.0,19.0,0.0,0.0,0.0,3.0,33.0,14.0,0.0,27.0,3.0,55.0,25.0,39.0,30.0,43.0,6.0,38.0,1746,,Scotland,0
Cyprus,2019-11-19 19:45:00+00:00,Qualification,3,61.0,18.0,12.0,9.0,665.0,91.0,11.0,7.0,1.0,15.0,3.0,732.0,245.0,420.0,33.0,77.0,2.0,14.0,15.0,2.0,0.0,0.0,8.0,57.0,7.0,3.0,6.0,0.0,46.0,31.0,42.0,15.0,65.0,15.0,60.0,1747,,Belgium,0
Belgium,2019-11-19 19:45:00+00:00,Qualification,124,39.0,8.0,1.0,0.0,387.0,84.0,2.0,2.0,3.0,4.0,4.0,460.0,292.0,95.0,35.0,47.0,2.0,25.0,16.0,2.0,1.0,0.0,14.0,61.0,15.0,1.0,13.0,7.0,50.0,42.0,58.0,8.0,35.0,9.0,69.0,1747,,Cyprus,0
Northern Ireland,2019-11-19 19:45:00+00:00,Qualification,16,72.0,22.0,11.0,2.0,776.0,91.0,11.0,8.0,2.0,15.0,7.0,850.0,281.0,495.0,44.0,73.0,4.0,27.0,18.0,2.0,0.0,0.0,7.0,58.0,7.0,0.0,13.0,0.0,46.0,25.0,45.0,21.0,68.0,6.0,60.0,1748,,Germany,0
Germany,2019-11-19 19:45:00+00:00,Qualification,73,28.0,7.0,1.0,0.0,238.0,77.0,9.0,3.0,4.0,4.0,3.0,311.0,154.0,84.0,23.0,37.0,3.0,19.0,11.0,1.0,0.0,0.0,7.0,50.0,16.0,0.0,20.0,6.0,40.0,30.0,55.0,10.0,32.0,6.0,55.0,1748,,Northern Ireland,0
Austria,2019-11-19 19:45:00+00:00,Qualification,136,25.0,12.0,3.0,2.0,112.0,57.0,17.0,5.0,4.0,8.0,4.0,197.0,52.0,60.0,38.0,47.0,2.0,15.0,9.0,3.0,0.0,0.0,6.0,60.0,16.0,0.0,49.0,3.0,55.0,29.0,44.0,26.0,58.0,8.0,67.0,1749,,Latvia,0
Latvia,2019-11-19 19:45:00+00:00,Qualification,25,75.0,21.0,3.0,0.0,492.0,82.0,15.0,8.0,9.0,10.0,11.0,600.0,211.0,281.0,26.0,45.0,5.0,14.0,19.0,3.0,0.0,0.0,7.0,64.0,5.0,0.0,13.0,2.0,56.0,37.0,56.0,19.0,42.0,12.0,80.0,1749,,Austria,0
Estonia,2019-11-19 19:45:00+00:00,Qualification,7,66.0,22.0,14.0,4.0,674.0,91.0,5.0,6.0,3.0,16.0,6.0,740.0,218.0,456.0,12.0,55.0,7.0,24.0,20.0,1.0,0.0,0.0,11.0,46.0,9.0,2.0,6.0,2.0,46.0,39.0,57.0,7.0,64.0,8.0,50.0,1750,51.0,Netherlands,0
Netherlands,2019-11-19 19:45:00+00:00,Qualification,123,34.0,9.0,2.0,0.0,323.0,83.0,7.0,1.0,2.0,3.0,6.0,387.0,239.0,84.0,20.0,43.0,1.0,33.0,11.0,1.0,0.0,0.0,9.0,60.0,15.0,3.0,25.0,9.0,34.0,30.0,43.0,4.0,36.0,10.0,59.0,1750,10.0,Estonia,0
Israel,2019-11-19 19:45:00+00:00,Qualification,69,43.0,15.0,5.0,2.0,294.0,74.0,5.0,9.0,3.0,9.0,6.0,399.0,121.0,173.0,18.0,36.0,1.0,5.0,23.0,1.0,2.0,0.0,9.0,43.0,16.0,2.0,12.0,5.0,59.0,43.0,60.0,16.0,50.0,9.0,50.0,1751,,North Macedonia,0
North Macedonia,2019-11-19 19:45:00+00:00,Qualification,78,57.0,10.0,5.0,1.0,439.0,81.0,14.0,4.0,2.0,4.0,6.0,539.0,240.0,199.0,38.0,55.0,3.0,18.0,26.0,2.0,4.0,0.0,18.0,90.0,17.0,3.0,15.0,4.0,45.0,29.0,40.0,16.0,50.0,4.0,25.0,1751,,Israel,0
Slovenia,2019-11-19 19:45:00+00:00,Qualification,28,59.0,20.0,7.0,1.0,441.0,83.0,14.0,9.0,4.0,11.0,9.0,529.0,272.0,169.0,17.0,44.0,3.0,16.0,19.0,5.0,3.0,0.0,10.0,67.0,12.0,3.0,10.0,1.0,49.0,39.0,62.0,10.0,48.0,10.0,83.0,1752,,Poland,0
Poland,2019-11-19 19:45:00+00:00,Qualification,57,41.0,10.0,3.0,2.0,292.0,78.0,15.0,3.0,3.0,5.0,5.0,374.0,169.0,123.0,31.0,54.0,1.0,10.0,28.0,2.0,0.0,1.0,1.0,17.0,2.0,4.0,31.0,4.0,35.0,24.0,38.0,11.0,52.0,4.0,57.0,1752,,Slovenia,0
Russia,2019-11-19 19:45:00+00:00,Qualification,210,18.0,3.0,1.0,0.0,81.0,47.0,16.0,2.0,0.0,1.0,2.0,172.0,46.0,35.0,18.0,25.0,0.0,0.0,11.0,0.0,4.0,0.0,7.0,78.0,23.0,2.0,40.0,10.0,31.0,20.0,39.0,11.0,42.0,1.0,17.0,1753,,San Marino,0
San Marino,2019-11-19 19:45:00+00:00,Qualification,35,82.0,25.0,15.0,3.0,670.0,88.0,10.0,11.0,2.0,19.0,6.0,760.0,215.0,455.0,21.0,75.0,9.0,33.0,19.0,3.0,1.0,0.0,10.0,71.0,14.0,0.0,5.0,1.0,46.0,31.0,61.0,15.0,58.0,2.0,100.0,1753,,Russia,0
Kazakhstan,2019-11-19 19:45:00+00:00,Qualification,39,62.0,22.0,9.0,4.0,490.0,82.0,7.0,7.0,4.0,13.0,9.0,594.0,226.0,264.0,27.0,42.0,7.0,39.0,27.0,2.0,0.0,0.0,12.0,67.0,9.0,0.0,7.0,2.0,68.0,42.0,51.0,26.0,51.0,10.0,34.0,1754,,Scotland,0
Scotland,2019-11-19 19:45:00+00:00,Qualification,103,38.0,5.0,3.0,0.0,255.0,68.0,16.0,2.0,0.0,2.0,3.0,374.0,148.0,107.0,30.0,45.0,3.0,50.0,18.0,1.0,0.0,0.0,17.0,55.0,18.0,0.0,24.0,6.0,65.0,40.0,49.0,25.0,49.0,2.0,20.0,1754,,Kazakhstan,0
Azerbaijan,2019-11-19 19:45:00+00:00,Qualification,48,64.0,16.0,8.0,0.0,620.0,89.0,9.0,5.0,4.0,6.0,10.0,695.0,249.0,371.0,21.0,58.0,2.0,17.0,23.0,3.0,0.0,0.0,6.0,55.0,6.0,0.0,5.0,1.0,47.0,33.0,53.0,14.0,67.0,8.0,62.0,1755,,Slovakia,0
Slovakia,2019-11-19 19:45:00+00:00,Qualification,112,36.0,4.0,1.0,0.0,297.0,78.0,14.0,1.0,0.0,3.0,1.0,382.0,221.0,76.0,13.0,22.0,1.0,33.0,15.0,0.0,0.0,0.0,9.0,64.0,9.0,0.0,24.0,6.0,36.0,29.0,47.0,7.0,33.0,7.0,78.0,1755,,Azerbaijan,0
Hungary,2019-11-19 19:45:00+00:00,Qualification,29,41.0,16.0,5.0,2.0,244.0,76.0,15.0,2.0,6.0,11.0,5.0,323.0,106.0,138.0,38.0,64.0,5.0,42.0,24.0,0.0,2.0,0.0,14.0,58.0,12.0,1.0,25.0,2.0,84.0,57.0,58.0,27.0,71.0,13.0,48.0,1756,,Wales,0
Wales,2019-11-19 19:45:00+00:00,Qualification,26,59.0,5.0,2.0,1.0,371.0,80.0,21.0,4.0,1.0,3.0,2.0,463.0,273.0,98.0,33.0,50.0,2.0,18.0,17.0,5.0,2.0,0.0,13.0,59.0,15.0,6.0,20.0,3.0,53.0,42.0,42.0,11.0,29.0,6.0,43.0,1756,,Hungary,0
Ecuador,2022-11-20 16:00:00+00:00,World Cup,34,47.0,5.0,0.0,1.0,351.0,81.0,15.0,1.0,0.0,2.0,3.0,434.0,228.0,123.0,19.0,45.0,3.0,38.0,20.0,3.0,4.0,0.0,7.0,70.0,2.0,0.0,18.0,1.0,49.0,35.0,47.0,14.0,52.0,10.0,67.0,1757,,Qatar,1
Qatar,2022-11-20 16:00:00+00:00,World Cup,31,53.0,6.0,3.0,1.0,412.0,85.0,15.0,3.0,0.0,3.0,3.0,486.0,295.0,117.0,24.0,46.0,4.0,29.0,17.0,4.0,2.0,0.0,7.0,47.0,12.0,0.0,6.0,0.0,52.0,39.0,53.0,13.0,48.0,9.0,60.0,1757,,Ecuador,1
Netherlands,2022-11-21 16:00:00+00:00,World Cup,17,47.0,15.0,4.0,0.0,307.0,80.0,13.0,6.0,4.0,8.0,7.0,385.0,135.0,172.0,26.0,50.0,8.0,42.0,17.0,2.0,2.0,0.0,12.0,86.0,10.0,3.0,32.0,1.0,53.0,31.0,54.0,22.0,52.0,4.0,57.0,1758,,Senegal,1
Senegal,2022-11-21 16:00:00+00:00,World Cup,7,53.0,10.0,3.0,2.0,355.0,81.0,13.0,7.0,3.0,6.0,4.0,436.0,200.0,155.0,16.0,36.0,7.0,28.0,28.0,1.0,1.0,0.0,6.0,60.0,6.0,4.0,14.0,4.0,46.0,26.0,46.0,20.0,48.0,4.0,40.0,1758,,Netherlands,1
Australia,2022-11-22 19:00:00+00:00,World Cup,2,62.0,23.0,7.0,8.0,646.0,89.0,5.0,8.0,6.0,19.0,4.0,723.0,274.0,372.0,30.0,65.0,14.0,52.0,17.0,0.0,0.0,0.0,14.0,70.0,12.0,0.0,6.0,0.0,55.0,39.0,65.0,16.0,67.0,8.0,50.0,1759,,France,1
France,2022-11-22 19:00:00+00:00,World Cup,24,38.0,4.0,1.0,1.0,368.0,84.0,11.0,1.0,0.0,2.0,2.0,440.0,263.0,105.0,20.0,40.0,1.0,17.0,21.0,0.0,3.0,0.0,7.0,54.0,9.0,7.0,22.0,2.0,29.0,21.0,35.0,8.0,33.0,3.0,33.0,1759,,Australia,1
Iran,2022-11-21 13:00:00+00:00,World Cup,4,78.0,13.0,7.0,3.0,716.0,90.0,9.0,8.0,4.0,10.0,3.0,797.0,386.0,330.0,45.0,63.0,6.0,29.0,18.0,2.0,0.0,0.0,10.0,77.0,7.0,1.0,4.0,1.0,48.0,38.0,63.0,10.0,50.0,13.0,65.0,1760,,England,1
England,2022-11-21 13:00:00+00:00,World Cup,20,22.0,8.0,3.0,2.0,142.0,66.0,14.0,0.0,1.0,6.0,2.0,215.0,76.0,66.0,12.0,27.0,0.0,0.0,17.0,2.0,2.0,0.0,9.0,75.0,16.0,4.0,23.0,1.0,32.0,22.0,37.0,10.0,50.0,1.0,14.0,1760,,Iran,1
Saudi Arabia,2022-11-22 10:00:00+00:00,World Cup,1,69.0,15.0,6.0,2.0,508.0,85.0,7.0,9.0,3.0,11.0,4.0,596.0,326.0,182.0,17.0,46.0,9.0,39.0,24.0,10.0,0.0,0.0,7.0,41.0,9.0,1.0,9.0,0.0,60.0,44.0,62.0,16.0,70.0,6.0,50.0,1761,,Argentina,1
Argentina,2022-11-22 10:00:00+00:00,World Cup,53,31.0,3.0,2.0,0.0,181.0,68.0,21.0,2.0,1.0,3.0,0.0,266.0,88.0,93.0,16.0,30.0,2.0,20.0,13.0,1.0,6.0,0.0,7.0,39.0,14.0,2.0,27.0,5.0,34.0,27.0,38.0,7.0,30.0,3.0,23.0,1761,,Saudi Arabia,1
Tunisia,2022-11-22 13:00:00+00:00,World Cup,21,61.0,11.0,5.0,1.0,501.0,84.0,9.0,11.0,3.0,7.0,4.0,595.0,277.0,224.0,35.0,52.0,8.0,32.0,24.0,1.0,2.0,0.0,6.0,50.0,11.0,7.0,11.0,1.0,42.0,22.0,35.0,20.0,61.0,1.0,8.0,1762,,Denmark,1
Denmark,2022-11-22 13:00:00+00:00,World Cup,41,39.0,13.0,1.0,1.0,280.0,75.0,10.0,9.0,7.0,8.0,5.0,374.0,197.0,83.0,20.0,34.0,4.0,31.0,24.0,1.0,1.0,0.0,16.0,67.0,8.0,3.0,37.0,5.0,53.0,40.0,65.0,13.0,39.0,7.0,70.0,1762,,Tunisia,1
Poland,2022-11-22 16:00:00+00:00,World Cup,14,61.0,11.0,4.0,1.0,407.0,84.0,14.0,6.0,3.0,7.0,4.0,487.0,219.0,188.0,25.0,48.0,7.0,21.0,21.0,3.0,2.0,0.0,9.0,56.0,5.0,1.0,17.0,2.0,55.0,39.0,51.0,16.0,47.0,9.0,60.0,1763,,Mexico,1
Mexico,2022-11-22 16:00:00+00:00,World Cup,28,39.0,6.0,2.0,1.0,228.0,71.0,15.0,5.0,1.0,5.0,1.0,322.0,115.0,113.0,30.0,42.0,3.0,20.0,23.0,0.0,1.0,0.0,6.0,35.0,8.0,3.0,23.0,4.0,55.0,37.0,49.0,18.0,53.0,7.0,47.0,1763,,Poland,1
Croatia,2022-11-23 10:00:00+00:00,World Cup,13,35.0,8.0,2.0,0.0,273.0,78.0,16.0,0.0,6.0,3.0,5.0,348.0,173.0,100.0,16.0,40.0,1.0,13.0,22.0,0.0,1.0,0.0,10.0,48.0,13.0,2.0,20.0,1.0,48.0,34.0,48.0,14.0,54.0,2.0,20.0,1764,,Morocco,1
Morocco,2022-11-23 10:00:00+00:00,World Cup,10,65.0,5.0,2.0,1.0,551.0,86.0,11.0,5.0,1.0,3.0,2.0,642.0,343.0,208.0,25.0,58.0,4.0,22.0,27.0,1.0,0.0,0.0,10.0,59.0,10.0,6.0,10.0,2.0,49.0,37.0,52.0,12.0,46.0,5.0,36.0,1764,,Croatia,1
Japan,2023-09-09 18:45:00+00:00,Friendlies,16,74.0,26.0,9.0,5.0,686.0,89.0,6.0,6.0,6.0,16.0,10.0,771.0,367.0,319.0,28.0,60.0,8.0,32.0,33.0,4.0,0.0,0.0,9.0,82.0,3.0,4.0,3.0,2.0,47.0,25.0,40.0,22.0,65.0,3.0,21.0,1765,,Germany,0
Germany,2023-09-09 18:45:00+00:00,Friendlies,18,26.0,12.0,4.0,3.0,190.0,71.0,14.0,6.0,4.0,12.0,0.0,269.0,121.0,69.0,21.0,39.0,4.0,36.0,12.0,4.0,0.0,0.0,17.0,59.0,6.0,6.0,38.0,8.0,50.0,38.0,60.0,12.0,35.0,3.0,30.0,1765,,Japan,0
Costa Rica,2022-11-23 16:00:00+00:00,World Cup,8,82.0,17.0,8.0,5.0,978.0,94.0,8.0,5.0,2.0,13.0,4.0,1045.0,465.0,513.0,35.0,76.0,2.0,13.0,24.0,3.0,0.0,0.0,7.0,50.0,4.0,0.0,4.0,0.0,38.0,29.0,49.0,9.0,41.0,4.0,24.0,1766,,Spain,1
Spain,2022-11-23 16:00:00+00:00,World Cup,52,18.0,0.0,0.0,0.0,165.0,72.0,12.0,0.0,0.0,0.0,0.0,230.0,107.0,58.0,20.0,43.0,1.0,25.0,13.0,7.0,2.0,0.0,15.0,71.0,14.0,2.0,17.0,1.0,43.0,30.0,51.0,13.0,59.0,2.0,67.0,1766,,Costa Rica,1
Canada,2022-11-23 19:00:00+00:00,World Cup,3,54.0,9.0,3.0,1.0,432.0,83.0,11.0,4.0,3.0,6.0,3.0,520.0,324.0,108.0,25.0,42.0,4.0,57.0,16.0,0.0,3.0,0.0,9.0,47.0,3.0,7.0,27.0,3.0,47.0,39.0,58.0,8.0,53.0,6.0,60.0,1767,,Belgium,1
Belgium,2022-11-23 19:00:00+00:00,World Cup,49,46.0,22.0,3.0,3.0,353.0,82.0,14.0,4.0,8.0,18.0,4.0,429.0,169.0,184.0,21.0,43.0,7.0,37.0,28.0,1.0,2.0,0.0,4.0,31.0,5.0,3.0,3.0,2.0,35.0,28.0,42.0,7.0,47.0,5.0,31.0,1767,,Canada,1
Cameroon,2022-11-24 10:00:00+00:00,World Cup,19,51.0,7.0,3.0,3.0,432.0,84.0,12.0,11.0,1.0,5.0,2.0,514.0,229.0,203.0,24.0,55.0,3.0,15.0,16.0,2.0,2.0,0.0,5.0,33.0,3.0,1.0,20.0,5.0,39.0,25.0,46.0,14.0,54.0,0.0,0.0,1768,,Switzerland,1
Switzerland,2022-11-24 10:00:00+00:00,World Cup,51,49.0,8.0,5.0,1.0,420.0,85.0,10.0,5.0,1.0,7.0,1.0,494.0,233.0,187.0,26.0,46.0,5.0,22.0,12.0,2.0,1.0,0.0,6.0,50.0,11.0,1.0,16.0,2.0,41.0,29.0,54.0,12.0,46.0,6.0,43.0,1768,,Cameroon,1
Uruguay,2023-03-28 11:00:00+00:00,Friendlies,15,56.0,10.0,1.0,1.0,448.0,82.0,7.0,4.0,2.0,6.0,4.0,548.0,236.0,212.0,39.0,57.0,5.0,38.0,22.0,1.0,1.0,0.0,10.0,63.0,10.0,1.0,18.0,0.0,54.0,29.0,58.0,25.0,53.0,3.0,30.0,1769,15.0,South Korea,0
South Korea,2023-03-28 11:00:00+00:00,Friendlies,23,44.0,7.0,0.0,1.0,326.0,78.0,10.0,3.0,1.0,2.0,5.0,418.0,142.0,184.0,27.0,43.0,2.0,11.0,28.0,0.0,1.0,0.0,7.0,58.0,10.0,2.0,15.0,1.0,43.0,21.0,42.0,22.0,47.0,3.0,25.0,1769,13.0,Uruguay,0
Ghana,2022-11-24 16:00:00+00:00,World Cup,6,62.0,11.0,5.0,5.0,551.0,89.0,14.0,3.0,3.0,7.0,4.0,622.0,271.0,280.0,32.0,67.0,5.0,25.0,9.0,1.0,2.0,0.0,13.0,81.0,5.0,1.0,15.0,1.0,56.0,37.0,52.0,19.0,70.0,2.0,29.0,1770,,Portugal,1
Portugal,2022-11-24 16:00:00+00:00,World Cup,68,38.0,9.0,3.0,2.0,315.0,81.0,19.0,3.0,1.0,3.0,6.0,387.0,206.0,109.0,20.0,47.0,1.0,9.0,11.0,1.0,4.0,0.0,7.0,50.0,6.0,3.0,17.0,2.0,42.0,34.0,48.0,8.0,30.0,7.0,64.0,1770,,Ghana,1
Serbia,2022-11-24 19:00:00+00:00,World Cup,5,59.0,23.0,9.0,2.0,504.0,87.0,7.0,6.0,5.0,11.0,12.0,581.0,205.0,299.0,13.0,38.0,2.0,12.0,24.0,1.0,0.0,0.0,10.0,59.0,2.0,2.0,16.0,0.0,42.0,33.0,51.0,9.0,45.0,5.0,26.0,1771,,Brazil,1
Brazil,2022-11-24 19:00:00+00:00,World Cup,33,41.0,5.0,0.0,0.0,326.0,80.0,12.0,4.0,2.0,2.0,3.0,406.0,193.0,133.0,26.0,47.0,2.0,15.0,15.0,0.0,3.0,0.0,11.0,46.0,11.0,5.0,22.0,7.0,43.0,32.0,49.0,11.0,55.0,2.0,22.0,1771,,Serbia,1
Iran,2022-11-25 10:00:00+00:00,World Cup,29,62.0,10.0,3.0,1.0,390.0,78.0,9.0,2.0,2.0,6.0,4.0,501.0,216.0,174.0,39.0,53.0,4.0,20.0,30.0,2.0,1.0,1.0,7.0,70.0,6.0,9.0,32.0,4.0,47.0,26.0,44.0,21.0,58.0,6.0,50.0,1772,20.0,Wales,1
Wales,2022-11-25 10:00:00+00:00,World Cup,20,38.0,21.0,6.0,2.0,197.0,66.0,10.0,7.0,9.0,7.0,14.0,298.0,99.0,98.0,22.0,32.0,3.0,13.0,18.0,2.0,2.0,0.0,9.0,47.0,14.0,1.0,21.0,3.0,48.0,33.0,56.0,15.0,42.0,5.0,45.0,1772,26.0,Iran,1
Senegal,2022-11-25 13:00:00+00:00,World Cup,34,45.0,10.0,3.0,1.0,329.0,81.0,7.0,6.0,2.0,5.0,5.0,406.0,216.0,113.0,32.0,52.0,6.0,30.0,20.0,4.0,3.0,0.0,8.0,44.0,10.0,2.0,18.0,2.0,45.0,32.0,58.0,13.0,45.0,2.0,33.0,1773,,Qatar,1
Qatar,2022-11-25 13:00:00+00:00,World Cup,17,55.0,13.0,5.0,2.0,432.0,86.0,12.0,6.0,2.0,10.0,3.0,502.0,206.0,226.0,33.0,57.0,5.0,28.0,22.0,3.0,3.0,0.0,6.0,75.0,5.0,1.0,17.0,2.0,39.0,23.0,42.0,16.0,55.0,10.0,63.0,1773,,Senegal,1
Ecuador,2022-11-25 16:00:00+00:00,World Cup,7,54.0,2.0,1.0,0.0,418.0,83.0,15.0,2.0,0.0,0.0,2.0,506.0,266.0,152.0,20.0,44.0,0.0,0.0,21.0,1.0,0.0,0.0,15.0,60.0,9.0,5.0,20.0,3.0,58.0,39.0,56.0,19.0,54.0,4.0,67.0,1774,,Netherlands,1
Netherlands,2022-11-25 16:00:00+00:00,World Cup,31,46.0,15.0,4.0,1.0,328.0,79.0,12.0,5.0,7.0,10.0,5.0,413.0,210.0,118.0,19.0,35.0,6.0,27.0,29.0,4.0,1.0,0.0,10.0,63.0,9.0,0.0,15.0,0.0,47.0,31.0,44.0,16.0,46.0,1.0,9.0,1774,,Ecuador,1
USA,2022-11-25 19:00:00+00:00,World Cup,4,56.0,8.0,3.0,1.0,472.0,87.0,9.0,3.0,1.0,6.0,2.0,541.0,270.0,202.0,35.0,71.0,3.0,21.0,18.0,1.0,0.0,0.0,6.0,67.0,9.0,4.0,19.0,1.0,39.0,28.0,52.0,11.0,52.0,5.0,50.0,1775,,England,1
England,2022-11-25 19:00:00+00:00,World Cup,11,44.0,10.0,1.0,1.0,352.0,84.0,15.0,7.0,4.0,6.0,4.0,421.0,209.0,143.0,19.0,40.0,3.0,19.0,16.0,0.0,0.0,0.0,7.0,58.0,3.0,1.0,15.0,3.0,36.0,26.0,48.0,10.0,48.0,5.0,71.0,1775,,USA,1
Australia,2022-11-26 10:00:00+00:00,World Cup,41,58.0,14.0,4.0,1.0,378.0,76.0,16.0,5.0,6.0,9.0,5.0,497.0,198.0,180.0,32.0,40.0,2.0,8.0,40.0,3.0,3.0,0.0,4.0,22.0,8.0,2.0,22.0,1.0,66.0,40.0,55.0,26.0,51.0,9.0,50.0,1776,,Tunisia,1
Tunisia,2022-11-26 10:00:00+00:00,World Cup,24,42.0,9.0,2.0,1.0,239.0,68.0,15.0,2.0,2.0,6.0,3.0,351.0,109.0,130.0,23.0,35.0,4.0,19.0,22.0,0.0,0.0,0.0,12.0,63.0,11.0,6.0,37.0,4.0,58.0,33.0,45.0,25.0,49.0,2.0,20.0,1776,,Australia,1
Saudi Arabia,2022-11-26 13:00:00+00:00,World Cup,28,36.0,9.0,3.0,5.0,228.0,77.0,18.0,4.0,2.0,9.0,0.0,297.0,120.0,108.0,29.0,44.0,6.0,38.0,21.0,0.0,3.0,0.0,6.0,46.0,9.0,3.0,27.0,5.0,46.0,31.0,46.0,15.0,43.0,4.0,44.0,1777,,Poland,1
